state,lambda,final_f_value,iterations,converged
0,-0.4999732971191406,-3.4080925828128272e-06,19,True
1,0.4999732971191406,3.4080925829238495e-06,19,True
2,1.0000038146972656,-3.7866540880776263e-06,19,True
3,-1.0000038146972656,3.7778304151636632e-06,19,True
